S.No.,Student Name,Roll Number,Email,Department,Subject,Subject Code,Date,Status,Verification Method,Face Confidence,Marked At
707,"Pihu Sharma",ECE2023038,"student38@local.com","Electronics & Communication","VLSI Design",ECE302,6/5/2026,PRESENT,face,0.8932,6/5/2026, 11:03:37 am
708,"Mahi Sharma",ECE2023035,"student35@local.com","Electronics & Communication","VLSI Design",ECE302,6/5/2026,PRESENT,face,0.9070,6/5/2026, 11:01:38 am
709,"Kiara Sharma",ECE2023034,"student34@local.com","Electronics & Communication","VLSI Design",ECE302,6/5/2026,ABSENT,manual,N/A,6/5/2026, 11:01:15 am
710,"Aisha Sharma",ECE2023031,"student31@local.com","Electronics & Communication","VLSI Design",ECE302,6/5/2026,PRESENT,face,0.8449,6/5/2026, 11:01:07 am
711,"Riya Sharma",ECE2023030,"student30@local.com","Electronics & Communication","VLSI Design",ECE302,6/5/2026,ABSENT,manual,N/A,6/5/2026, 11:03:45 am
712,"Aarohi Sharma",ECE2023027,"student27@local.com","Electronics & Communication","VLSI Design",ECE302,6/5/2026,PRESENT,face,0.7667,6/5/2026, 11:00:13 am
713,"Aadhya Sharma",ECE2023026,"student26@local.com","Electronics & Communication","VLSI Design",ECE302,6/5/2026,PRESENT,face,0.8117,6/5/2026, 11:02:36 am
714,"Myra Sharma",ECE2023023,"student23@local.com","Electronics & Communication","VLSI Design",ECE302,6/5/2026,LATE,face,0.9171,6/5/2026, 11:17:07 am
715,"Diya Sharma",ECE2023022,"student22@local.com","Electronics & Communication","VLSI Design",ECE302,6/5/2026,ABSENT,manual,N/A,6/5/2026, 11:01:00 am
716,"Anirudh Sharma",CSE2023019,"student19@local.com","Computer Science & Engineering","Database Management Systems",CSE301,6/5/2026,PRESENT,face,0.8746,6/5/2026, 9:03:36 am
717,"Ritvik Sharma",CSE2023018,"student18@local.com","Computer Science & Engineering","Database Management Systems",CSE301,6/5/2026,ABSENT,manual,N/A,6/5/2026, 9:00:03 am
718,"Advaith Sharma",CSE2023015,"student15@local.com","Computer Science & Engineering","Database Management Systems",CSE301,6/5/2026,LATE,face,0.8663,6/5/2026, 9:16:33 am
719,"Pranav Sharma",CSE2023014,"student14@local.com","Computer Science & Engineering","Database Management Systems",CSE301,6/5/2026,PRESENT,face,0.8987,6/5/2026, 9:03:20 am
720,"Shaurya Sharma",CSE2023011,"student11@local.com","Computer Science & Engineering","Database Management Systems",CSE301,6/5/2026,PRESENT,face,0.8739,6/5/2026, 9:03:16 am
721,"Ishaan Sharma",CSE2023010,"student10@local.com","Computer Science & Engineering","Database Management Systems",CSE301,6/5/2026,PRESENT,face,0.8490,6/5/2026, 9:02:35 am
722,"Reyansh Sharma",CSE2023007,"student7@local.com","Computer Science & Engineering","Database Management Systems",CSE301,6/5/2026,PRESENT,face,0.8848,6/5/2026, 9:03:57 am
723,"Sai Sharma",CSE2023006,"student6@local.com","Computer Science & Engineering","Database Management Systems",CSE301,6/5/2026,PRESENT,face,0.9402,6/5/2026, 9:02:37 am
724,"Aditya Sharma",CSE2023003,"student3@local.com","Computer Science & Engineering","Database Management Systems",CSE301,6/5/2026,PRESENT,face,0.8834,6/5/2026, 9:00:08 am
725,"Vivaan Sharma",CSE2023002,"student2@local.com","Computer Science & Engineering","Database Management Systems",CSE301,6/5/2026,PRESENT,face,0.7685,6/5/2026, 9:01:40 am
726,"Ishaan Sharma",CSE2023010,"student10@local.com","Computer Science & Engineering","Database Management Systems",CSE301,5/5/2026,PRESENT,face,0.8041,5/5/2026, 1:00:17 pm
727,"Reyansh Sharma",CSE2023007,"student7@local.com","Computer Science & Engineering","Database Management Systems",CSE301,5/5/2026,PRESENT,face,0.8644,5/5/2026, 1:01:36 pm
728,"Sai Sharma",CSE2023006,"student6@local.com","Computer Science & Engineering","Database Management Systems",CSE301,5/5/2026,PRESENT,face,0.9142,5/5/2026, 1:03:59 pm
729,"Aditya Sharma",CSE2023003,"student3@local.com","Computer Science & Engineering","Database Management Systems",CSE301,5/5/2026,PRESENT,face,0.9064,5/5/2026, 1:01:58 pm
730,"Tara Sharma",ME2023060,"student60@local.com","Mechanical Engineering","Machine Design",ME401,5/5/2026,PRESENT,face,0.8165,5/5/2026, 10:03:29 am
731,"Tanvi Sharma",ME2023056,"student56@local.com","Mechanical Engineering","Machine Design",ME401,5/5/2026,PRESENT,face,0.9644,5/5/2026, 10:00:30 am
732,"Pooja Sharma",ME2023052,"student52@local.com","Mechanical Engineering","Machine Design",ME401,5/5/2026,PRESENT,face,0.7677,5/5/2026, 10:00:40 am
733,"Nikhil Sharma",ME2023048,"student48@local.com","Mechanical Engineering","Machine Design",ME401,5/5/2026,ABSENT,manual,N/A,5/5/2026, 10:00:40 am
734,"Vivaan Sharma",CSE2023002,"student2@local.com","Computer Science & Engineering","Database Management Systems",CSE301,5/5/2026,ABSENT,manual,N/A,5/5/2026, 1:04:06 pm
735,"Dev Sharma",ME2023044,"student44@local.com","Mechanical Engineering","Machine Design",ME401,5/5/2026,PRESENT,face,0.7653,5/5/2026, 10:00:42 am
736,"Anirudh Sharma",CSE2023019,"student19@local.com","Computer Science & Engineering","Database Management Systems",CSE301,5/5/2026,PRESENT,face,0.9346,5/5/2026, 1:04:26 pm
737,"Ritvik Sharma",CSE2023018,"student18@local.com","Computer Science & Engineering","Database Management Systems",CSE301,5/5/2026,ABSENT,manual,N/A,5/5/2026, 1:01:15 pm
738,"Advaith Sharma",CSE2023015,"student15@local.com","Computer Science & Engineering","Database Management Systems",CSE301,5/5/2026,PRESENT,face,0.8111,5/5/2026, 1:04:31 pm
739,"Pranav Sharma",CSE2023014,"student14@local.com","Computer Science & Engineering","Database Management Systems",CSE301,5/5/2026,PRESENT,face,0.7961,5/5/2026, 1:03:39 pm
740,"Shaurya Sharma",CSE2023011,"student11@local.com","Computer Science & Engineering","Database Management Systems",CSE301,5/5/2026,ABSENT,manual,N/A,5/5/2026, 1:03:05 pm
741,"Kavya Sharma",ECE2023039,"student39@local.com","Electronics & Communication","Signals & Systems",ECE301,4/5/2026,PRESENT,face,0.7717,4/5/2026, 1:00:21 pm
742,"Pihu Sharma",ECE2023038,"student38@local.com","Electronics & Communication","Signals & Systems",ECE301,4/5/2026,PRESENT,face,0.8436,4/5/2026, 1:00:05 pm
743,"Mahi Sharma",ECE2023035,"student35@local.com","Electronics & Communication","Signals & Systems",ECE301,4/5/2026,ABSENT,manual,N/A,4/5/2026, 1:04:47 pm
744,"Kiara Sharma",ECE2023034,"student34@local.com","Electronics & Communication","Signals & Systems",ECE301,4/5/2026,PRESENT,face,0.8267,4/5/2026, 1:02:41 pm
745,"Aisha Sharma",ECE2023031,"student31@local.com","Electronics & Communication","Signals & Systems",ECE301,4/5/2026,PRESENT,face,0.8702,4/5/2026, 1:03:18 pm
746,"Riya Sharma",ECE2023030,"student30@local.com","Electronics & Communication","Signals & Systems",ECE301,4/5/2026,ABSENT,manual,N/A,4/5/2026, 1:02:32 pm
747,"Aarohi Sharma",ECE2023027,"student27@local.com","Electronics & Communication","Signals & Systems",ECE301,4/5/2026,ABSENT,manual,N/A,4/5/2026, 1:01:26 pm
748,"Aadhya Sharma",ECE2023026,"student26@local.com","Electronics & Communication","Signals & Systems",ECE301,4/5/2026,PRESENT,face,0.9458,4/5/2026, 1:03:57 pm
749,"Myra Sharma",ECE2023023,"student23@local.com","Electronics & Communication","Signals & Systems",ECE301,4/5/2026,PRESENT,face,0.8839,4/5/2026, 1:02:13 pm
750,"Diya Sharma",ECE2023022,"student22@local.com","Electronics & Communication","Signals & Systems",ECE301,4/5/2026,PRESENT,face,0.8564,4/5/2026, 1:01:50 pm
751,"Dhruv Sharma",CSE2023020,"student20@local.com","Computer Science & Engineering","Computer Networks",CSE401,4/5/2026,PRESENT,face,0.7795,4/5/2026, 10:03:51 am
752,"Aarush Sharma",CSE2023016,"student16@local.com","Computer Science & Engineering","Computer Networks",CSE401,4/5/2026,PRESENT,face,0.7772,4/5/2026, 10:02:19 am
753,"Atharv Sharma",CSE2023012,"student12@local.com","Computer Science & Engineering","Computer Networks",CSE401,4/5/2026,PRESENT,face,0.7613,4/5/2026, 10:03:51 am
754,"Ayaan Sharma",CSE2023008,"student8@local.com","Computer Science & Engineering","Computer Networks",CSE401,4/5/2026,PRESENT,face,0.8379,4/5/2026, 10:03:17 am
755,"Vihaan Sharma",CSE2023004,"student4@local.com","Computer Science & Engineering","Computer Networks",CSE401,4/5/2026,PRESENT,face,0.8978,4/5/2026, 10:03:38 am
756,"Divya Sharma",CE2023077,"student77@local.com","Civil Engineering","Structural Analysis",CE201,4/5/2026,PRESENT,face,0.8758,4/5/2026, 11:01:38 am
757,"Trisha Sharma",CE2023073,"student73@local.com","Civil Engineering","Structural Analysis",CE201,4/5/2026,PRESENT,face,0.8782,4/5/2026, 11:00:14 am
758,"Rudra Sharma",CE2023069,"student69@local.com","Civil Engineering","Structural Analysis",CE201,4/5/2026,PRESENT,face,0.9406,4/5/2026, 11:00:18 am
759,"Darsh Sharma",CE2023065,"student65@local.com","Civil Engineering","Structural Analysis",CE201,4/5/2026,PRESENT,face,0.7906,4/5/2026, 11:03:33 am
760,"Harsh Sharma",CE2023061,"student61@local.com","Civil Engineering","Structural Analysis",CE201,4/5/2026,PRESENT,face,0.9530,4/5/2026, 11:00:26 am
761,"Lavanya Sharma",IT2023092,"student92@local.com","Information Technology","Artificial Intelligence",IT401,1/5/2026,PRESENT,face,0.8202,1/5/2026, 12:03:58 pm
762,"Naina Sharma",IT2023094,"student94@local.com","Information Technology","Software Engineering",IT301,1/5/2026,PRESENT,face,0.9041,1/5/2026, 1:02:35 pm
763,"Ira Sharma",ECE2023036,"student36@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,1/5/2026,PRESENT,face,0.9088,1/5/2026, 11:01:09 am
764,"Zain Sharma",IT2023090,"student90@local.com","Information Technology","Software Engineering",IT301,1/5/2026,PRESENT,face,0.9039,1/5/2026, 1:03:30 pm
765,"Tejas Sharma",IT2023087,"student87@local.com","Information Technology","Software Engineering",IT301,1/5/2026,PRESENT,face,0.8657,1/5/2026, 1:02:53 pm
766,"Sahil Sharma",IT2023086,"student86@local.com","Information Technology","Software Engineering",IT301,1/5/2026,ABSENT,manual,N/A,1/5/2026, 1:03:03 pm
767,"Navya Sharma",ECE2023032,"student32@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,1/5/2026,PRESENT,face,0.8435,1/5/2026, 11:00:45 am
768,"Om Sharma",IT2023083,"student83@local.com","Information Technology","Software Engineering",IT301,1/5/2026,PRESENT,face,0.8931,1/5/2026, 1:03:35 pm
769,"Nakul Sharma",IT2023082,"student82@local.com","Information Technology","Software Engineering",IT301,1/5/2026,PRESENT,face,0.9467,1/5/2026, 1:02:44 pm
770,"Khushi Sharma",IT2023091,"student91@local.com","Information Technology","Software Engineering",IT301,1/5/2026,PRESENT,face,0.9733,1/5/2026, 1:01:22 pm
771,"Uma Sharma",IT2023100,"student100@local.com","Information Technology","Artificial Intelligence",IT401,1/5/2026,PRESENT,face,0.9418,1/5/2026, 12:04:54 pm
772,"Palak Sharma",IT2023096,"student96@local.com","Information Technology","Artificial Intelligence",IT401,1/5/2026,PRESENT,face,0.9204,1/5/2026, 12:02:55 pm
773,"Ishita Sharma",ECE2023040,"student40@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,1/5/2026,LATE,face,0.7856,1/5/2026, 11:18:27 am
774,"Utkarsh Sharma",IT2023088,"student88@local.com","Information Technology","Artificial Intelligence",IT401,1/5/2026,PRESENT,face,0.8558,1/5/2026, 12:04:53 pm
775,"Pranay Sharma",IT2023084,"student84@local.com","Information Technology","Artificial Intelligence",IT401,1/5/2026,PRESENT,face,0.7976,1/5/2026, 12:00:09 pm
776,"Tanya Sharma",IT2023099,"student99@local.com","Information Technology","Software Engineering",IT301,1/5/2026,PRESENT,face,0.9194,1/5/2026, 1:01:42 pm
777,"Simran Sharma",IT2023098,"student98@local.com","Information Technology","Software Engineering",IT301,1/5/2026,PRESENT,face,0.9728,1/5/2026, 1:01:50 pm
778,"Ojaswi Sharma",IT2023095,"student95@local.com","Information Technology","Software Engineering",IT301,1/5/2026,LATE,face,0.7718,1/5/2026, 1:17:35 pm
779,"Anvi Sharma",ECE2023028,"student28@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,1/5/2026,PRESENT,face,0.7524,1/5/2026, 11:04:18 am
780,"Sara Sharma",ECE2023024,"student24@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,1/5/2026,PRESENT,face,0.8916,1/5/2026, 11:02:08 am
781,"Jiya Sharma",CE2023080,"student80@local.com","Civil Engineering","Environmental Engineering",CE401,30/4/2026,PRESENT,face,0.9025,30/4/2026, 11:03:25 am
782,"Charvi Sharma",CE2023076,"student76@local.com","Civil Engineering","Environmental Engineering",CE401,30/4/2026,LATE,face,0.7939,30/4/2026, 11:24:53 am
783,"Sakshi Sharma",CE2023072,"student72@local.com","Civil Engineering","Environmental Engineering",CE401,30/4/2026,LATE,face,0.8573,30/4/2026, 11:22:09 am
784,"Laksh Sharma",CE2023068,"student68@local.com","Civil Engineering","Environmental Engineering",CE401,30/4/2026,ABSENT,manual,N/A,30/4/2026, 11:02:26 am
785,"Chirag Sharma",CE2023064,"student64@local.com","Civil Engineering","Environmental Engineering",CE401,30/4/2026,PRESENT,face,0.9416,30/4/2026, 11:02:31 am
786,"Kabir Sharma",CSE2023017,"student17@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,30/4/2026,PRESENT,face,0.7919,30/4/2026, 10:02:01 am
787,"Advik Sharma",CSE2023013,"student13@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,30/4/2026,ABSENT,manual,N/A,30/4/2026, 10:04:13 am
788,"Krishna Sharma",CSE2023009,"student9@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,30/4/2026,PRESENT,face,0.8285,30/4/2026, 10:00:34 am
789,"Arjun Sharma",CSE2023005,"student5@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,30/4/2026,LATE,face,0.9725,30/4/2026, 10:22:44 am
790,"Aarav Sharma",CSE2023001,"student@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,30/4/2026,ABSENT,manual,N/A,30/4/2026, 10:01:20 am
791,"Mihir Sharma",CE2023063,"student63@local.com","Civil Engineering","Geotechnical Engineering",CE301,29/4/2026,PRESENT,face,0.9767,29/4/2026, 9:00:16 am
792,"Parth Sharma",CE2023062,"student62@local.com","Civil Engineering","Geotechnical Engineering",CE301,29/4/2026,LATE,face,0.8135,29/4/2026, 9:21:20 am
793,"Kabir Sharma",CSE2023017,"student17@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,29/4/2026,PRESENT,face,0.8470,29/4/2026, 2:03:03 pm
794,"Krishna Sharma",CSE2023009,"student9@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,29/4/2026,PRESENT,face,0.7847,29/4/2026, 2:04:44 pm
795,"Arjun Sharma",CSE2023005,"student5@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,29/4/2026,PRESENT,face,0.7888,29/4/2026, 2:02:25 pm
796,"Advik Sharma",CSE2023013,"student13@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,29/4/2026,PRESENT,face,0.9170,29/4/2026, 2:01:33 pm
797,"Aarav Sharma",CSE2023001,"student@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,29/4/2026,PRESENT,face,0.8407,29/4/2026, 2:04:15 pm
798,"Shivansh Sharma",CE2023070,"student70@local.com","Civil Engineering","Geotechnical Engineering",CE301,29/4/2026,PRESENT,face,0.8773,29/4/2026, 9:03:06 am
799,"Arnav Sharma",CE2023067,"student67@local.com","Civil Engineering","Geotechnical Engineering",CE301,29/4/2026,PRESENT,face,0.9024,29/4/2026, 9:03:36 am
800,"Krish Sharma",CE2023066,"student66@local.com","Civil Engineering","Geotechnical Engineering",CE301,29/4/2026,LATE,face,0.9845,29/4/2026, 9:18:34 am
801,"Uma Sharma",IT2023100,"student100@local.com","Information Technology","Artificial Intelligence",IT401,29/4/2026,PRESENT,face,0.8914,29/4/2026, 10:01:57 am
802,"Palak Sharma",IT2023096,"student96@local.com","Information Technology","Artificial Intelligence",IT401,29/4/2026,PRESENT,face,0.8699,29/4/2026, 10:03:24 am
803,"Lavanya Sharma",IT2023092,"student92@local.com","Information Technology","Artificial Intelligence",IT401,29/4/2026,PRESENT,face,0.8549,29/4/2026, 10:02:11 am
804,"Utkarsh Sharma",IT2023088,"student88@local.com","Information Technology","Artificial Intelligence",IT401,29/4/2026,PRESENT,face,0.8970,29/4/2026, 10:04:26 am
805,"Pranay Sharma",IT2023084,"student84@local.com","Information Technology","Artificial Intelligence",IT401,29/4/2026,PRESENT,face,0.9511,29/4/2026, 10:03:05 am
806,"Radhika Sharma",IT2023097,"student97@local.com","Information Technology","Web Technologies",IT201,29/4/2026,PRESENT,face,0.8446,29/4/2026, 1:04:15 pm
807,"Mira Sharma",IT2023093,"student93@local.com","Information Technology","Web Technologies",IT201,29/4/2026,LATE,face,0.9777,29/4/2026, 1:19:17 pm
808,"Ved Sharma",IT2023089,"student89@local.com","Information Technology","Web Technologies",IT201,29/4/2026,ABSENT,manual,N/A,29/4/2026, 1:00:19 pm
809,"Rishi Sharma",IT2023085,"student85@local.com","Information Technology","Web Technologies",IT201,29/4/2026,PRESENT,face,0.7806,29/4/2026, 1:00:01 pm
810,"Manav Sharma",IT2023081,"student81@local.com","Information Technology","Web Technologies",IT201,29/4/2026,PRESENT,face,0.9369,29/4/2026, 1:04:06 pm
811,"Gauri Sharma",CE2023079,"student79@local.com","Civil Engineering","Geotechnical Engineering",CE301,29/4/2026,PRESENT,face,0.8706,29/4/2026, 9:01:27 am
812,"Eshani Sharma",CE2023078,"student78@local.com","Civil Engineering","Geotechnical Engineering",CE301,29/4/2026,ABSENT,manual,N/A,29/4/2026, 9:00:29 am
813,"Bhavya Sharma",CE2023075,"student75@local.com","Civil Engineering","Geotechnical Engineering",CE301,29/4/2026,PRESENT,face,0.9372,29/4/2026, 9:01:24 am
814,"Anika Sharma",CE2023074,"student74@local.com","Civil Engineering","Geotechnical Engineering",CE301,29/4/2026,PRESENT,face,0.8151,29/4/2026, 9:01:38 am
815,"Nandini Sharma",CE2023071,"student71@local.com","Civil Engineering","Geotechnical Engineering",CE301,29/4/2026,ABSENT,manual,N/A,29/4/2026, 9:04:49 am
816,"Ishaan Sharma",CSE2023010,"student10@local.com","Computer Science & Engineering","Operating Systems",CSE302,28/4/2026,PRESENT,face,0.9379,28/4/2026, 12:04:27 pm
817,"Reyansh Sharma",CSE2023007,"student7@local.com","Computer Science & Engineering","Operating Systems",CSE302,28/4/2026,PRESENT,face,0.8033,28/4/2026, 12:04:29 pm
818,"Sai Sharma",CSE2023006,"student6@local.com","Computer Science & Engineering","Operating Systems",CSE302,28/4/2026,PRESENT,face,0.8744,28/4/2026, 12:04:18 pm
819,"Aditya Sharma",CSE2023003,"student3@local.com","Computer Science & Engineering","Operating Systems",CSE302,28/4/2026,PRESENT,face,0.8486,28/4/2026, 12:04:32 pm
820,"Vivaan Sharma",CSE2023002,"student2@local.com","Computer Science & Engineering","Operating Systems",CSE302,28/4/2026,ABSENT,manual,N/A,28/4/2026, 12:01:39 pm
821,"Jiya Sharma",CE2023080,"student80@local.com","Civil Engineering","Environmental Engineering",CE401,28/4/2026,PRESENT,face,0.9053,28/4/2026, 11:04:43 am
822,"Charvi Sharma",CE2023076,"student76@local.com","Civil Engineering","Environmental Engineering",CE401,28/4/2026,ABSENT,manual,N/A,28/4/2026, 11:01:22 am
823,"Sakshi Sharma",CE2023072,"student72@local.com","Civil Engineering","Environmental Engineering",CE401,28/4/2026,LATE,face,0.7543,28/4/2026, 11:21:31 am
824,"Laksh Sharma",CE2023068,"student68@local.com","Civil Engineering","Environmental Engineering",CE401,28/4/2026,PRESENT,face,0.7505,28/4/2026, 11:00:11 am
825,"Chirag Sharma",CE2023064,"student64@local.com","Civil Engineering","Environmental Engineering",CE401,28/4/2026,PRESENT,face,0.8608,28/4/2026, 11:04:48 am
826,"Tanya Sharma",IT2023099,"student99@local.com","Information Technology","Software Engineering",IT301,28/4/2026,PRESENT,face,0.8108,28/4/2026, 1:00:20 pm
827,"Simran Sharma",IT2023098,"student98@local.com","Information Technology","Software Engineering",IT301,28/4/2026,PRESENT,face,0.8016,28/4/2026, 1:03:16 pm
828,"Ojaswi Sharma",IT2023095,"student95@local.com","Information Technology","Software Engineering",IT301,28/4/2026,PRESENT,face,0.9332,28/4/2026, 1:02:30 pm
829,"Naina Sharma",IT2023094,"student94@local.com","Information Technology","Software Engineering",IT301,28/4/2026,PRESENT,face,0.8406,28/4/2026, 1:02:56 pm
830,"Khushi Sharma",IT2023091,"student91@local.com","Information Technology","Software Engineering",IT301,28/4/2026,PRESENT,face,0.7921,28/4/2026, 1:02:58 pm
831,"Zain Sharma",IT2023090,"student90@local.com","Information Technology","Software Engineering",IT301,28/4/2026,PRESENT,face,0.8754,28/4/2026, 1:00:41 pm
832,"Tejas Sharma",IT2023087,"student87@local.com","Information Technology","Software Engineering",IT301,28/4/2026,PRESENT,face,0.8201,28/4/2026, 1:04:35 pm
833,"Sahil Sharma",IT2023086,"student86@local.com","Information Technology","Software Engineering",IT301,28/4/2026,ABSENT,manual,N/A,28/4/2026, 1:00:21 pm
834,"Om Sharma",IT2023083,"student83@local.com","Information Technology","Software Engineering",IT301,28/4/2026,PRESENT,face,0.8455,28/4/2026, 1:03:48 pm
835,"Nakul Sharma",IT2023082,"student82@local.com","Information Technology","Software Engineering",IT301,28/4/2026,PRESENT,face,0.8250,28/4/2026, 1:00:49 pm
836,"Riddhi Sharma",ME2023057,"student57@local.com","Mechanical Engineering","Engineering Mechanics",ME201,28/4/2026,PRESENT,face,0.7517,28/4/2026, 11:00:07 am
837,"Neha Sharma",ME2023053,"student53@local.com","Mechanical Engineering","Engineering Mechanics",ME201,28/4/2026,ABSENT,manual,N/A,28/4/2026, 11:01:19 am
838,"Rahul Sharma",ME2023049,"student49@local.com","Mechanical Engineering","Engineering Mechanics",ME201,28/4/2026,LATE,face,0.9312,28/4/2026, 11:18:23 am
839,"Aryan Sharma",ME2023045,"student45@local.com","Mechanical Engineering","Engineering Mechanics",ME201,28/4/2026,PRESENT,face,0.8699,28/4/2026, 11:02:42 am
840,"Rohan Sharma",ME2023041,"student41@local.com","Mechanical Engineering","Engineering Mechanics",ME201,28/4/2026,PRESENT,face,0.8142,28/4/2026, 11:00:21 am
841,"Anirudh Sharma",CSE2023019,"student19@local.com","Computer Science & Engineering","Operating Systems",CSE302,28/4/2026,PRESENT,face,0.8824,28/4/2026, 12:01:43 pm
842,"Ritvik Sharma",CSE2023018,"student18@local.com","Computer Science & Engineering","Operating Systems",CSE302,28/4/2026,PRESENT,face,0.7797,28/4/2026, 12:00:38 pm
843,"Advaith Sharma",CSE2023015,"student15@local.com","Computer Science & Engineering","Operating Systems",CSE302,28/4/2026,PRESENT,face,0.9776,28/4/2026, 12:03:42 pm
844,"Pranav Sharma",CSE2023014,"student14@local.com","Computer Science & Engineering","Operating Systems",CSE302,28/4/2026,PRESENT,face,0.9491,28/4/2026, 12:00:03 pm
845,"Shaurya Sharma",CSE2023011,"student11@local.com","Computer Science & Engineering","Operating Systems",CSE302,28/4/2026,PRESENT,face,0.9413,28/4/2026, 12:04:08 pm
846,"Aarav Sharma",CSE2023001,"student@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,27/4/2026,LATE,face,0.9184,27/4/2026, 1:21:46 pm
847,"Saanvi Sharma",ECE2023037,"student37@local.com","Electronics & Communication","Digital Electronics",ECE201,27/4/2026,PRESENT,face,0.7782,27/4/2026, 9:03:48 am
848,"Advik Sharma",CSE2023013,"student13@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,27/4/2026,PRESENT,face,0.8461,27/4/2026, 1:00:46 pm
849,"Avni Sharma",ECE2023033,"student33@local.com","Electronics & Communication","Digital Electronics",ECE201,27/4/2026,PRESENT,face,0.7590,27/4/2026, 9:01:38 am
850,"Prisha Sharma",ECE2023029,"student29@local.com","Electronics & Communication","Digital Electronics",ECE201,27/4/2026,LATE,face,0.7660,27/4/2026, 9:19:30 am
851,"Arjun Sharma",CSE2023005,"student5@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,27/4/2026,LATE,face,0.8161,27/4/2026, 1:22:28 pm
852,"Ananya Sharma",ECE2023021,"student21@local.com","Electronics & Communication","Digital Electronics",ECE201,27/4/2026,PRESENT,face,0.9628,27/4/2026, 9:00:07 am
853,"Aanya Sharma",ECE2023025,"student25@local.com","Electronics & Communication","Digital Electronics",ECE201,27/4/2026,ABSENT,manual,N/A,27/4/2026, 9:02:06 am
854,"Kabir Sharma",CSE2023017,"student17@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,27/4/2026,ABSENT,manual,N/A,27/4/2026, 1:03:34 pm
855,"Krishna Sharma",CSE2023009,"student9@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,27/4/2026,PRESENT,face,0.8911,27/4/2026, 1:03:17 pm
856,"Riddhi Sharma",ME2023057,"student57@local.com","Mechanical Engineering","Engineering Mechanics",ME201,24/4/2026,LATE,face,0.7871,24/4/2026, 10:23:41 am
857,"Neha Sharma",ME2023053,"student53@local.com","Mechanical Engineering","Engineering Mechanics",ME201,24/4/2026,PRESENT,face,0.7560,24/4/2026, 10:04:45 am
858,"Rahul Sharma",ME2023049,"student49@local.com","Mechanical Engineering","Engineering Mechanics",ME201,24/4/2026,ABSENT,manual,N/A,24/4/2026, 10:00:38 am
859,"Aryan Sharma",ME2023045,"student45@local.com","Mechanical Engineering","Engineering Mechanics",ME201,24/4/2026,PRESENT,face,0.7511,24/4/2026, 10:02:17 am
860,"Rohan Sharma",ME2023041,"student41@local.com","Mechanical Engineering","Engineering Mechanics",ME201,24/4/2026,LATE,face,0.9260,24/4/2026, 10:20:13 am
861,"Divya Sharma",CE2023077,"student77@local.com","Civil Engineering","Structural Analysis",CE201,24/4/2026,PRESENT,face,0.9834,24/4/2026, 12:03:13 pm
862,"Trisha Sharma",CE2023073,"student73@local.com","Civil Engineering","Structural Analysis",CE201,24/4/2026,PRESENT,face,0.8808,24/4/2026, 12:00:30 pm
863,"Jiya Sharma",CE2023080,"student80@local.com","Civil Engineering","Environmental Engineering",CE401,24/4/2026,PRESENT,face,0.7721,24/4/2026, 9:00:56 am
864,"Rudra Sharma",CE2023069,"student69@local.com","Civil Engineering","Structural Analysis",CE201,24/4/2026,PRESENT,face,0.8175,24/4/2026, 12:02:00 pm
865,"Darsh Sharma",CE2023065,"student65@local.com","Civil Engineering","Structural Analysis",CE201,24/4/2026,PRESENT,face,0.8733,24/4/2026, 12:04:21 pm
866,"Harsh Sharma",CE2023061,"student61@local.com","Civil Engineering","Structural Analysis",CE201,24/4/2026,ABSENT,manual,N/A,24/4/2026, 12:03:51 pm
867,"Charvi Sharma",CE2023076,"student76@local.com","Civil Engineering","Environmental Engineering",CE401,24/4/2026,PRESENT,face,0.8293,24/4/2026, 9:02:29 am
868,"Sakshi Sharma",CE2023072,"student72@local.com","Civil Engineering","Environmental Engineering",CE401,24/4/2026,PRESENT,face,0.8505,24/4/2026, 9:00:43 am
869,"Laksh Sharma",CE2023068,"student68@local.com","Civil Engineering","Environmental Engineering",CE401,24/4/2026,PRESENT,face,0.8458,24/4/2026, 9:03:04 am
870,"Chirag Sharma",CE2023064,"student64@local.com","Civil Engineering","Environmental Engineering",CE401,24/4/2026,ABSENT,manual,N/A,24/4/2026, 9:02:45 am
